Record ID,Original Traffic Source,Lead Status,Associated Note,intent_score
157929000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
157924000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157921000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157915000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
157670000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
157700000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
157521000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157535000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
157531000000.0,Direct Traffic,Connected,Note redacted for privacy compliance,0.0
157468000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157501000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157467000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157466000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
157466000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157491000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157465000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
158012000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157966000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
158048000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
158273000000.0,Paid Search,,Note redacted for privacy compliance,0.0
158316000000.0,Paid Search,,Note redacted for privacy compliance,0.0
158312000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
158297000000.0,Paid Search,,Note redacted for privacy compliance,0.0
158278000000.0,Paid Search,,Note redacted for privacy compliance,0.0
158305000000.0,Paid Search,,Note redacted for privacy compliance,0.0
158282000000.0,Paid Search,,Note redacted for privacy compliance,0.0
158303000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
158299000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
158286000000.0,Paid Search,,Note redacted for privacy compliance,0.0
158276000000.0,Paid Search,,Note redacted for privacy compliance,0.0
158271000000.0,Paid Search,,Note redacted for privacy compliance,0.0
158258000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
157984000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
158271000000.0,Paid Search,,Note redacted for privacy compliance,0.0
158260000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
158260000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
158257000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
158255000000.0,Paid Search,,Note redacted for privacy compliance,0.0
158249000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
158246000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
158234000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
158027000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
158027000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
158191000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157462000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157493000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
156889000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157458000000.0,Organic Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157176000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
157156000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
157111000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
157075000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
157061000000.0,Direct Traffic,Connected,Note redacted for privacy compliance,0.0
157048000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157036000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
157044000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157036000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
157036000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
157043000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
157027000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
157015000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157026000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
157026000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
157019000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
156997000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
156983000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
156972000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
156964000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
156897000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
156894000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
156895000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
156904000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
156889000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157166000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157182000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
157172000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
157282000000.0,Direct Traffic,In Progress,Note redacted for privacy compliance,0.0
157453000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157453000000.0,Paid Search,In Progress,Note redacted for privacy compliance,0.0
157455000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157451000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
157451000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157484000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
157426000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157479000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
157229000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
157431000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
157305000000.0,Paid Search,In Progress,Note redacted for privacy compliance,0.0
157231000000.0,Direct Traffic,In Progress,Note redacted for privacy compliance,0.0
157179000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
157230000000.0,Direct Traffic,In Progress,Note redacted for privacy compliance,0.0
157226000000.0,Paid Search,In Progress,Note redacted for privacy compliance,0.0
157224000000.0,Paid Search,In Progress,Note redacted for privacy compliance,0.0
157222000000.0,Direct Traffic,In Progress,Note redacted for privacy compliance,0.0
157224000000.0,Paid Search,In Progress,Note redacted for privacy compliance,0.0
157209000000.0,Paid Search,In Progress,Note redacted for privacy compliance,0.0
157206000000.0,Direct Traffic,In Progress,Note redacted for privacy compliance,0.0
157197000000.0,Direct Traffic,In Progress,Note redacted for privacy compliance,0.0
157198000000.0,Direct Traffic,In Progress,Note redacted for privacy compliance,0.0
157200000000.0,Paid Search,In Progress,Note redacted for privacy compliance,0.0
157197000000.0,Direct Traffic,In Progress,Note redacted for privacy compliance,0.0
160103000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
192521000000.0,,Connected,Note redacted for privacy compliance,0.0
160122000000.0,Offline Sources,Discovery Completed,Note redacted for privacy compliance,0.0
184995000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
181529000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
181448000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
181254000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
181004000000.0,Paid Search,,Note redacted for privacy compliance,0.0
181041000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
180895000000.0,Organic Search,,Note redacted for privacy compliance,0.0
174416000000.0,Paid Search,,Note redacted for privacy compliance,0.0
180519000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
180481000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
180297000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
180285000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
180167000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
179800000000.0,Other Campaigns,Unqualified,Note redacted for privacy compliance,0.0
179802000000.0,Paid Search,,Note redacted for privacy compliance,0.0
179268000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
179175000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
179175000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
179198000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
178674000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
179098000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
179026000000.0,Organic Search,,Note redacted for privacy compliance,0.0
179025000000.0,Paid Search,,Note redacted for privacy compliance,0.0
178905000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
178833000000.0,Paid Search,,Note redacted for privacy compliance,0.0
178699000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
181530000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
181531000000.0,Offline Sources,Discovery Completed,Note redacted for privacy compliance,0.0
181530000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
183444000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
185210000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
185127000000.0,Direct Traffic,Connected,Note redacted for privacy compliance,0.0
185016000000.0,Organic Search,,Note redacted for privacy compliance,0.0
185008000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
184983000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
178998000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
183704000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
183813000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
182196000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
183444000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
183444000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
183441000000.0,Organic Search,Connected,Note redacted for privacy compliance,0.0
181529000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
183245000000.0,Organic Search,,Note redacted for privacy compliance,0.0
182668000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
182559000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
182648000000.0,Organic Search,Unqualified,Note redacted for privacy compliance,0.0
182221000000.0,Direct Traffic,In Progress,Note redacted for privacy compliance,0.0
175765000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
182221000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
181990000000.0,Paid Search,,Note redacted for privacy compliance,0.0
181944000000.0,Organic Search,Unqualified,Note redacted for privacy compliance,0.0
181613000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
181529000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
178678000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
178638000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
178332000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
175390000000.0,Paid Search,,Note redacted for privacy compliance,0.0
176073000000.0,Direct Traffic,New,Note redacted for privacy compliance,0.0
167728000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
175813000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
175813000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
175606000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
175584000000.0,Paid Search,,Note redacted for privacy compliance,0.0
175578000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
175577000000.0,Paid Search,,Note redacted for privacy compliance,0.0
175539000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
175445000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
175428000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
175346000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
176259000000.0,Paid Search,,Note redacted for privacy compliance,0.0
175288000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
175285000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
175276000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
175267000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
175264000000.0,Organic Search,,Note redacted for privacy compliance,0.0
175239000000.0,Paid Search,,Note redacted for privacy compliance,0.0
175204000000.0,Paid Search,,Note redacted for privacy compliance,0.0
175176000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
175190000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
175190000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
175176000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
176169000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
176142000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
178251000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
177137000000.0,Paid Search,,Note redacted for privacy compliance,0.0
178204000000.0,Organic Search,,Note redacted for privacy compliance,0.0
177659000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
177531000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
177531000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
177494000000.0,Offline Sources,In Progress,Note redacted for privacy compliance,0.0
177465000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
177222000000.0,Organic Search,Attempted to Contact,Note redacted for privacy compliance,0.0
177210000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
177147000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
177106000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
177106000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
177127000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
176073000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
177070000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
176698000000.0,Offline Sources,,Note redacted for privacy compliance,0.0
176690000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
176672000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
176698000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
176662000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
176487000000.0,Other Campaigns,,Note redacted for privacy compliance,0.0
176476000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
176483000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
176449000000.0,Direct Traffic,Connected,Note redacted for privacy compliance,0.0
176467000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
185213000000.0,Direct Traffic,New,Note redacted for privacy compliance,0.0
185207000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
174973000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
185230000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
191167000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
190943000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
191145000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
191143000000.0,Organic Search,,Note redacted for privacy compliance,0.0
190943000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
190981000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
190964000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
190963000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
190952000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
190947000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
190946000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
190906000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
190560000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
190519000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
190361000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
190314000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
189896000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
189380000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
189652000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
189618000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
189470000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
189380000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
189451000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
189380000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
189217000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
191179000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
191167000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
191167000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
191897000000.0,,Attempted to Contact,Note redacted for privacy compliance,0.0
192666000000.0,,,Note redacted for privacy compliance,0.0
192352000000.0,,,Note redacted for privacy compliance,0.0
192351000000.0,,Attempted to Contact,Note redacted for privacy compliance,0.0
192351000000.0,,Connected,Note redacted for privacy compliance,0.0
192318000000.0,,,Note redacted for privacy compliance,0.0
191639000000.0,,Attempted to Contact,Note redacted for privacy compliance,0.0
191755000000.0,,Attempted to Contact,Note redacted for privacy compliance,0.0
192095000000.0,,Attempted to Contact,Note redacted for privacy compliance,0.0
191737000000.0,,Attempted to Contact,Note redacted for privacy compliance,0.0
191979000000.0,,Attempted to Contact,Note redacted for privacy compliance,0.0
191911000000.0,,Attempted to Contact,Note redacted for privacy compliance,0.0
191467000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
191216000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
191579000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
191565000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
191529000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
191364000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
191462000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
191282000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
191398000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
191396000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
191243000000.0,Organic Search,Unqualified,Note redacted for privacy compliance,0.0
191167000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
191216000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
189364000000.0,Paid Search,,Note redacted for privacy compliance,0.0
189192000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
189046000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
185710000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
187166000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
187159000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
187142000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
186803000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
186388000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
186523000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
186411000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
186388000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
186411000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
186435000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
186427000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
185568000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
187672000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
185739000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
185728000000.0,Organic Search,,Note redacted for privacy compliance,0.0
185688000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
185547000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
185533000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
185568000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
185521000000.0,Paid Search,Connected,Note redacted for privacy compliance,0.0
185384000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
185292000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
184403000000.0,Direct Traffic,Connected,Note redacted for privacy compliance,0.0
185241000000.0,Organic Search,Unqualified,Note redacted for privacy compliance,0.0
187250000000.0,Paid Search,,Note redacted for privacy compliance,0.0
187673000000.0,Paid Search,Connected,Note redacted for privacy compliance,0.0
187209000000.0,Organic Search,Unqualified,Note redacted for privacy compliance,0.0
182655000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
188937000000.0,Offline Sources,Open Deal,Note redacted for privacy compliance,0.0
188902000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
188772000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
188744000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
188736000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
188733000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
188602000000.0,Organic Search,Unqualified,Note redacted for privacy compliance,0.0
188533000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
188503000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
188460000000.0,Organic Search,New,Note redacted for privacy compliance,0.0
188450000000.0,Paid Search,,Note redacted for privacy compliance,0.0
188420000000.0,Organic Search,,Note redacted for privacy compliance,0.0
187697000000.0,Organic Search,Attempted to Contact,Note redacted for privacy compliance,0.0
188425000000.0,Organic Search,Unqualified,Note redacted for privacy compliance,0.0
188412000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
188059000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
187919000000.0,Paid Search,,Note redacted for privacy compliance,0.0
187875000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
187857000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
187854000000.0,Paid Search,,Note redacted for privacy compliance,0.0
187839000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
187771000000.0,Paid Search,,Note redacted for privacy compliance,0.0
187776000000.0,Paid Search,,Note redacted for privacy compliance,0.0
187701000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
175191000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
174967000000.0,Paid Search,,Note redacted for privacy compliance,0.0
160180000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
165993000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
163537000000.0,Organic Search,New,Note redacted for privacy compliance,0.0
163492000000.0,Direct Traffic,New,Note redacted for privacy compliance,0.0
163298000000.0,Organic Search,New,Note redacted for privacy compliance,0.0
163238000000.0,Organic Search,Connected,Note redacted for privacy compliance,0.0
162846000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
163028000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
162846000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
162921000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
162846000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
162817000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
162721000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
162798000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
162494000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
162494000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
162719000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
162498000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
162478000000.0,Paid Search,Attempted to Contact,Note redacted for privacy compliance,0.0
162494000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
162427000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
162411000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
162408000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
161958000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
161825000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
161825000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
161958000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
163869000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
163869000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
163869000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
164993000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
165993000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
165775000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
165922000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
165775000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
165667000000.0,Direct Traffic,,Note redacted for privacy compliance,0.0
165571000000.0,Direct Traffic,New,Note redacted for privacy compliance,0.0
165142000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
165020000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
165019000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
165020000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
165020000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
164702000000.0,Paid Search,Unqualified,Note redacted for privacy compliance,0.0
163869000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
164325000000.0,Organic Search,New,Note redacted for privacy compliance,0.0
164165000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
164242000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
164218000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
164165000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
164171000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
164040000000.0,Offline Sources,Attempted to Contact,Note redacted for privacy compliance,0.0
164040000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
164040000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
163870000000.0,Offline Sources,Connected,Note redacted for privacy compliance,0.0
164011000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
161920000000.0,Direct Traffic,Unqualified,Note redacted for privacy compliance,0.0
161841000000.0,Direct Traffic,Attempted to Contact,Note redacted for privacy compliance,0.0
161665000000.0,Offline Sources,Unqualified,Note redacted for privacy compliance,0.0
